provider,doses,filed_date,report_date
Hospital,105800,NA,2021-01-10
Local public health,8980,NA,2021-01-10
Tribal health sites,2826,NA,2021-01-10
Specialty,0,NA,2021-01-10
Community vaccinator,0,NA,2021-01-10
Correctional facilities,133,NA,2021-01-10
Other,0,NA,2021-01-10
Pharmacy,13377,NA,2021-01-09
Primary care,0,NA,2021-01-09
Hospital,96997,NA,2021-01-09
Local public health,6928,NA,2021-01-09
Tribal health sites,2351,NA,2021-01-09
Specialty,0,NA,2021-01-09
Community vaccinator,0,NA,2021-01-09
Correctional facilities,91,NA,2021-01-09
Other,0,NA,2021-01-09
Pharmacy,10557,NA,2021-01-08
Primary care,0,NA,2021-01-08
Hospital,86191,NA,2021-01-08
Local public health,5724,NA,2021-01-08
Tribal health sites,1681,NA,2021-01-08
Specialty,0,NA,2021-01-08
Community vaccinator,0,NA,2021-01-08
Correctional facilities,73,NA,2021-01-08
Other,0,NA,2021-01-08
Pharmacy,8922,NA,2021-01-07
Primary care,0,NA,2021-01-07
Hospital,76544,NA,2021-01-07
Local public health,4283,NA,2021-01-07
Tribal health sites,1413,NA,2021-01-07
Specialty,0,NA,2021-01-07
Community vaccinator,0,NA,2021-01-07
Correctional facilities,12,NA,2021-01-07
Other,0,NA,2021-01-07
Pharmacy,7268,NA,2021-01-06
Primary care,0,NA,2021-01-06
Hospital,69094,NA,2021-01-06
Local public health,3504,NA,2021-01-06
Tribal health sites,1299,NA,2021-01-06
Specialty,0,NA,2021-01-06
Community vaccinator,0,NA,2021-01-06
Correctional facilities,2,NA,2021-01-06
Other,0,NA,2021-01-06
Pharmacy,7143,NA,2021-01-05
Primary care,0,NA,2021-01-05
Hospital,68896,NA,2021-01-05
Local public health,3528,NA,2021-01-05
Tribal health sites,1288,NA,2021-01-05
Specialty,0,NA,2021-01-05
Community vaccinator,0,NA,2021-01-05
Correctional facilities,2,NA,2021-01-05
Other,0,NA,2021-01-05
Pharmacy,4939,NA,2021-01-04
Primary care,0,NA,2021-01-04
Hospital,68649,NA,2021-01-04
Local public health,3524,NA,2021-01-04
Tribal health sites,1288,NA,2021-01-04
Specialty,0,NA,2021-01-04
Community vaccinator,0,NA,2021-01-04
Correctional facilities,2,NA,2021-01-04
Other,0,NA,2021-01-04
Pharmacy,602,NA,2021-01-02
Primary care,0,NA,2021-01-02
Hospital,54349,NA,2021-01-02
Local public health,1152,NA,2021-01-02
Tribal health sites,914,NA,2021-01-02
Specialty,0,NA,2021-01-02
Community vaccinator,0,NA,2021-01-02
Correctional facilities,0,NA,2021-01-02
Other,0,NA,2021-01-02
Pharmacy,223,NA,2020-12-31
Primary care,0,NA,2020-12-31
Hospital,43365,NA,2020-12-31
Local public health,376,NA,2020-12-31
Tribal health sites,674,NA,2020-12-31
Specialty,0,NA,2020-12-31
Community vaccinator,0,NA,2020-12-31
Correctional facilities,0,NA,2020-12-31
Other,0,NA,2020-12-31
Pharmacy,116,NA,2020-12-30
Primary care,0,NA,2020-12-30
Hospital,37413,NA,2020-12-30
Local public health,254,NA,2020-12-30
Tribal health sites,501,NA,2020-12-30
Specialty,0,NA,2020-12-30
Community vaccinator,0,NA,2020-12-30
Correctional facilities,0,NA,2020-12-30
Other,0,NA,2020-12-30
